title,price,url
TEXFIT Men's 3 Pack Active Sport Quick Dry T-Shirts (3 pcs Set),34.49,"https://www.amazon.ca/TEXFIT-Active-Sport-Quick-T-Shirts/dp/B0975JQ67D/?_encoding=UTF8&pd_rd_w=u1yPt&content-id=amzn1.sym.7859a59e-1525-477d-a4c8-8fe0889dc128&pf_rd_p=7859a59e-1525-477d-a4c8-8fe0889dc128&pf_rd_r=Q12RF3KE1X9SQSRPABAE&pd_rd_wg=yRL90&pd_rd_r=7e6121ed-fb68-498f-a263-5642a36fab6f&ref_=pd_gw_hl_comp_mis_psims&th=1&psc=1
"
Nintendo Switch Joy-Con (L/R) Neon Pink/ Neon Green - Left and Right Edition,99.99,"https://www.amazon.ca/SWITCH-CONTROLLERS-NEON-GREEN-NINTEN/dp/B078GZM4H8/ref=sr_1_3_sspa?keywords=nintendo%2Bswitch%2Bcontrollers&qid=1666191826&qu=eyJxc2MiOiI2LjI1IiwicXNhIjoiNi4xNCIsInFzcCI6IjUuNzAifQ%3D%3D&sprefix=nintendo%2Bswitch%2Bcontro%2Caps%2C209&sr=8-3-spons&th=1
"
Pokémon Legends: Arceus - Nintendo Switch Games and Software - Arceus Edition,75.89,"https://www.amazon.ca/Pok%C3%A9mon-Legends-Arceus-Nintendo-Software/dp/B095XXBKSK/?_encoding=UTF8&pd_rd_w=3NXJm&content-id=amzn1.sym.b09e9731-f0de-43db-b62a-8954bcec282c&pf_rd_p=b09e9731-f0de-43db-b62a-8954bcec282c&pf_rd_r=EWY3RK5CMT8VZQ5BXWJH&pd_rd_wg=L0MpW&pd_rd_r=742b98b2-d5fb-4074-b522-1f989a9cb18b&ref_=pd_gw_ci_mcx_mr_hp_atf_m
"
The Legend of Zelda: Breath of the Wild - Switch Edition,76.13,https://www.amazon.ca/Legend-Zelda-Breath-Wild-Switch/dp/B01N33O68B/ref=d_bmx_dp_k42sfr2o_sccl_3_2/132-2042388-8947661?pd_rd_w=Rbv19&content-id=amzn1.sym.345a68ae-8076-4f99-a86b-e02da7553c25&pf_rd_p=345a68ae-8076-4f99-a86b-e02da7553c25&pf_rd_r=K7P9BE7RDEVC0BEV5K83&pd_rd_wg=ucSat&pd_rd_r=654aff37-4da7-4a83-8abf-e7fa2cbb1eb7&pd_rd_i=B01N33O68B&psc=1
